"No.","Time","Source","Destination","Source Port","Destination Port","Protocol","Type","Length","Flags","Info"
"6452","18.515956","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6453","18.518303","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6454","18.519310","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6455","18.519549","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6456","18.521238","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6457","18.521671","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","87","","Protected Payload (KP0)"
"6458","18.521671","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6459","18.521671","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6460","18.521671","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6461","18.522231","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6462","18.522551","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6463","18.524232","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6464","18.525384","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6465","18.526327","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6466","18.527308","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6467","18.528375","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6468","18.528639","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","106","","Protected Payload (KP0)"
"6469","18.528892","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1093","","Protected Payload (KP0)"
"6470","18.552542","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","99","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"6471","18.552662","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","94","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"6472","18.552681","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4002:815::2002","","","QUIC","","101","","Handshake, DCID=f4d8358886229cb8"
"6473","18.552697","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4002:815::2002","","","QUIC","","1292","","Protected Payload (KP0), DCID=f4d8358886229cb8"
"6474","18.552765","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4002:815::2002","","","QUIC","","946","","Protected Payload (KP0), DCID=f4d8358886229cb8"
"6475","18.552785","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","95","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"6476","18.584410","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","94","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"6477","18.584591","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","98","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"6478","18.584624","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","190","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"6479","18.595130","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","88","","Protected Payload (KP0)"
"6480","18.610675","2607:f8b0:4000:c::7","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53516","TCP","","86","0x012","443  >  53516 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 SACK_PERM WS=256"
"6481","18.645784","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2607:f8b0:4000:c::7","53516","443","TCP","","74","0x010","53516  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"6482","18.645898","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2607:f8b0:4000:c::7","53516","443","TLSv1.3","","595","0x018","Client Hello (SNI=rr2---sn-q4fl6nsk.googlevideo.com)"
"6483","18.648224","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","190","","Protected Payload (KP0)"
"6484","18.649508","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1287","","Protected Payload (KP0)"
"6485","18.649508","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6486","18.649508","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6487","18.649508","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6488","18.650467","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6489","18.650467","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6490","18.650467","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6491","18.650467","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6492","18.650467","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6493","18.650467","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6494","18.650467","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6495","18.650467","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6496","18.650985","74.125.3.199","192.168.45.28","443","53509","TCP","","66","0x012","[TCP Retransmission] 443  >  53509 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 SACK_PERM WS=256"
"6497","18.651325","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6498","18.651614","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6499","18.653330","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6500","18.653847","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6501","18.653847","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6502","18.653847","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6503","18.654335","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6504","18.654335","2607:f8b0:4000:c::7","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53514","TCP","","74","0x010","443  >  53514 [ACK] Seq=6010 Ack=2569 Win=72192 Len=0"
"6505","18.654335","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6506","18.656906","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6507","18.656906","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6508","18.656906","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6509","18.656906","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6510","18.665397","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6511","18.665397","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6512","18.665397","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Protected Payload (KP0)"
"6513","18.665635","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1121","","Protected Payload (KP0)"
"6514","18.667646","2607:f8b0:4000:c::7","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53514","TCP","","74","0x011","443  >  53514 [FIN, ACK] Seq=6010 Ack=2569 Win=72192 Len=0"
"6515","18.692086","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","98","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"6516","18.692254","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","94","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"6517","18.692287","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","94","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"6518","18.692314","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","95","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"6519","18.724693","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2607:f8b0:4000:c::7","53514","443","TCP","","74","0x010","53514  >  443 [ACK] Seq=2569 Ack=6011 Win=130048 Len=0"
"6520","18.724803","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","95","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"6521","18.734677","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","88","","Protected Payload (KP0)"
"6522","18.752526","2404:6800:4002:815::2002","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1015","","Protected Payload (KP0)"
"6523","18.752825","2404:6800:4002:815::2002","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","184","","Protected Payload (KP0)"
"6524","18.752825","2404:6800:4002:815::2002","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","89","","Protected Payload (KP0)"
"6525","18.771048","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4002:815::2002","","","QUIC","","94","","Protected Payload (KP0), DCID=f4d8358886229cb8"
"6526","18.819081","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4002:815::2002","","","QUIC","","94","","Protected Payload (KP0), DCID=f4d8358886229cb8"
"6527","18.914286","2607:f8b0:4000:c::7","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53516","TCP","","86","0x012","[TCP Out-Of-Order] 443  >  53516 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 SACK_PERM WS=256"
"6528","18.926295","2404:6800:4002:815::2002","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","325","","Protected Payload (KP0)"
"6529","18.926554","2404:6800:4002:815::2002","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","83","","Protected Payload (KP0)"
"6530","18.936802","74.125.3.199","192.168.45.28","443","53517","TCP","","66","0x012","443  >  53517 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 SACK_PERM WS=256"
"6531","18.938210","2607:f8b0:4000:c::7","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53516","TCP","","74","0x010","443  >  53516 [ACK] Seq=1 Ack=522 Win=66816 Len=0"
"6532","18.940819","2607:f8b0:4000:c::7","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53516","TLSv1.3","","1294","0x010","Server Hello, Change Cipher Spec"
"6533","18.940819","2607:f8b0:4000:c::7","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53516","TCP","","1294","0x010","443  >  53516 [ACK] Seq=1221 Ack=522 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"6534","18.941675","2607:f8b0:4000:c::7","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53516","TCP","","1294","0x010","443  >  53516 [ACK] Seq=2441 Ack=522 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"6535","18.942333","2607:f8b0:4000:c::7","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53516","TCP","","1294","0x010","443  >  53516 [ACK] Seq=3661 Ack=522 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"6536","18.942698","2607:f8b0:4000:c::7","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53516","TLSv1.3","","396","0x018","Application Data"
"6537","18.945885","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2607:f8b0:4000:c::7","53516","443","TCP","","86","0x010","[TCP Dup ACK 6481#1] 53516  >  443 [ACK] Seq=522 Ack=1 Win=131072 Len=0 SLE=0 SRE=1"
"6538","18.946021","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","137","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"6539","18.974366","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","91","","Protected Payload (KP0)"
"6540","18.977011","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2607:f8b0:4000:c::7","53516","443","TCP","","74","0x010","53516  >  443 [ACK] Seq=522 Ack=2441 Win=131072 Len=0"
"6541","18.977160","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2607:f8b0:4000:c::7","53516","443","TCP","","74","0x010","53516  >  443 [ACK] Seq=522 Ack=4881 Win=131072 Len=0"
"6542","18.977183","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4002:815::2002","","","QUIC","","97","","Protected Payload (KP0), DCID=f4d8358886229cb8"
"6543","18.977220","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2607:f8b0:4000:c::7","53516","443","TLSv1.3","","138","0x018","Change Cipher Spec, Application Data"
"6544","18.977264","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2607:f8b0:4000:c::7","53516","443","TCP","","1374","0x010","53516  >  443 [ACK] Seq=586 Ack=5203 Win=130816 Len=1300 [TCP segment of a reassembled PDU]"
"6545","18.977296","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2607:f8b0:4000:c::7","53516","443","TLSv1.3","","716","0x018","Application Data"
"6546","18.993068","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4002:815::2002","","","QUIC","","94","","Protected Payload (KP0), DCID=f4d8358886229cb8"
"6547","19.034856","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1287","","Protected Payload (KP0)"
"6548","19.034856","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","458","","Protected Payload (KP0)"
"6549","19.034856","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","89","","Protected Payload (KP0)"
"6550","19.034856","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","284","","Protected Payload (KP0)"
"6551","19.041060","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","95","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"6552","19.072261","2404:6800:4002:815::2002","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","86","","Protected Payload (KP0)"
"6553","19.089119","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","98","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"6554","19.089252","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","872","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"6555","19.145286","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","91","","Protected Payload (KP0)"
"6556","19.184940","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","95","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"6557","19.185058","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::2003","53511","443","TLSv1.3","","190","0x018","Application Data"
"6558","19.185093","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::2003","","","QUIC","","1292","","Initial, DCID=5ade7b8d425d26a1, PKN: 1, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO"
"6559","19.219599","192.168.45.28","192.168.45.13","","","DNS","","81","","Standard query 0x0f32 AAAA jnn-pa.googleapis.com"
"6560","19.220011","192.168.45.28","192.168.45.13","","","DNS","","81","","Standard query 0x5393 A jnn-pa.googleapis.com"
"6561","19.220285","192.168.45.28","192.168.45.13","","","DNS","","81","","Standard query 0x825b HTTPS jnn-pa.googleapis.com"
"6562","19.232175","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53511","TCP","","74","0x010","443  >  53511 [ACK] Seq=28398 Ack=1689 Win=68352 Len=0"
"6563","19.297166","74.125.3.199","192.168.45.28","443","53517","TCP","","66","0x012","[TCP Retransmission] 443  >  53517 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1300 SACK_PERM WS=256"
"6564","19.310364","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53511","TLSv1.3","","201","0x018","Application Data"
"6565","19.310581","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53511","TLSv1.3","","105","0x018","Application Data"
"6566","19.310663","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53511","TLSv1.3","","113","0x018","Application Data"
"6567","19.344135","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::2003","53511","443","TCP","","74","0x010","53511  >  443 [ACK] Seq=1689 Ack=28556 Win=130560 Len=0"
"6568","19.344259","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::2003","53511","443","TLSv1.3","","113","0x018","Application Data"
"6569","19.344289","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::2003","53511","443","TLSv1.3","","157","0x018","Application Data"
"6570","19.374401","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53511","TCP","","74","0x010","443  >  53511 [ACK] Seq=28595 Ack=1728 Win=68352 Len=0"
"6571","19.376167","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53511","TCP","","74","0x010","443  >  53511 [ACK] Seq=28595 Ack=1811 Win=68352 Len=0"
"6572","19.376267","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53511","TLSv1.3","","503","0x018","Application Data"
"6573","19.381357","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53511","TLSv1.3","","1294","0x018","Application Data"
"6574","19.383312","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53511","TLSv1.3","","1294","0x018","Application Data"
"6575","19.390557","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81e::200e","","","QUIC","","91","","Protected Payload (KP0), DCID=f7b7ca14b497e484"
"6576","19.392782","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53511","TLSv1.3","","1294","0x010","Application Data"
"6577","19.393045","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53511","TLSv1.3","","1294","0x018","Application Data"
"6578","19.400160","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53511","TLSv1.3","","1294","0x010","Application Data"
"6579","19.402193","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53511","TLSv1.3","","1294","0x018","Application Data"
"6580","19.412453","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53511","TLSv1.3","","1294","0x010","Application Data"
"6581","19.413662","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53511","TLSv1.3","","1294","0x018","Application Data"
"6582","19.416510","192.168.45.13","192.168.45.28","","","DNS","","193","","Standard query response 0x0f32 AAAA jnn-pa.googleapis.com AAAA 2404:6800:4007:81b::200a AAAA 2404:6800:4007:81c::200a AAAA 2404:6800:4007:81d::200a AAAA 2404:6800:4007:81a::200a"
"6583","19.416510","192.168.45.13","192.168.45.28","","","DNS","","337","","Standard query response 0x5393 A jnn-pa.googleapis.com A 216.58.196.170 A 142.250.71.10 A 142.250.67.74 A 142.250.77.106 A 142.250.77.170 A 142.250.182.10 A 142.250.182.42 A 142.250.182.74 A 142.250.182.106 A 142.250.182.138 A 142.250.183.234 A 142.250.193.106 A 142.250.193.138 A 142.250.193.170 A 142.250.205.234 A 172.217.31.202"
"6584","19.416510","192.168.45.13","192.168.45.28","","","DNS","","138","","Standard query response 0x825b HTTPS jnn-pa.googleapis.com SOA ns1.google.com"
"6585","19.421939","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::2003","53511","443","TCP","","74","0x010","53511  >  443 [ACK] Seq=1811 Ack=30244 Win=131072 Len=0"
"6586","19.422072","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::200a","53518","443","TCP","","86","0x002","53518  >  443 [SYN] Seq=0 Win=64320 Len=0 MSS=1340 WS=256 SACK_PERM"
"6587","19.446428","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Initial, SCID=fade7b8d425d26a1, PKN: 1, ACK, CRYPTO, PADDING"
"6588","19.447260","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53511","TLSv1.3","","1294","0x010","Application Data"
"6589","19.453748","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::2003","53511","443","TCP","","74","0x010","53511  >  443 [ACK] Seq=1811 Ack=32684 Win=131072 Len=0"
"6590","19.453937","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::2003","53511","443","TCP","","74","0x010","53511  >  443 [ACK] Seq=1811 Ack=35124 Win=131072 Len=0"
"6591","19.453965","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::2003","53511","443","TCP","","74","0x010","53511  >  443 [ACK] Seq=1811 Ack=37564 Win=131072 Len=0"
"6592","19.472466","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53511","TLSv1.3","","1294","0x018","Application Data"
"6593","19.472873","2607:f8b0:4000:c::7","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53516","TCP","","74","0x010","443  >  53516 [ACK] Seq=5203 Ack=2528 Win=70656 Len=0"
"6594","19.472873","2607:f8b0:4000:c::7","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53516","TLSv1.3","","881","0x018","Application Data"
"6595","19.472873","2404:6800:4007:81e::200e","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","88","","Protected Payload (KP0)"
"6596","19.472873","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53511","TLSv1.3","","1294","0x010","Application Data"
"6597","19.473483","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53511","TLSv1.3","","1294","0x018","Application Data"
"6598","19.473629","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","443","53511","TLSv1.3","","473","0x018","Application Data, Application Data"
"6599","19.473629","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Handshake, SCID=fade7b8d425d26a1"
"6600","19.476081","2404:6800:4007:81b::2003","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","","","QUIC","","1292","","Handshake, SCID=fade7b8d425d26a1"
"6601","19.486041","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::2003","53511","443","TCP","","74","0x010","53511  >  443 [ACK] Seq=1811 Ack=40004 Win=131072 Len=0"
"6602","19.486131","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::2003","","","QUIC","","1292","","Initial, DCID=fade7b8d425d26a1, PKN: 2, ACK, PADDING"
"6603","19.486206","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::2003","","","QUIC","","99","","Handshake, DCID=fade7b8d425d26a1"
"6604","19.501833","2409:40f4:103d:71fa:5d6a:9d5a:fc65:e296","2404:6800:4007:81b::2003","53511","443","TCP","","74","0x010","53511  >  443 [ACK] Seq=1811 Ack=42444 Win=131072 Len=0"
